account, text, date
"DracheOffiziell", "Der einsame weg nach Hause https://t.co/TpfaUpl02o", "1447088460"
"DracheOffiziell", "Fast zuhause https://t.co/rqVil4t5va", "1447090680"
"DracheOffiziell", "@GewaltinAspik ich war zufuß unterwegs erkennba daran das das foto vom gesteig ausgemacht wurde", "1447091940"
"DracheOffiziell", "@RGNBSNSCHLF zunächstmal lasse ich mir voneinem Schaf anbeter nicht vorwerden elitäher zu sein. 2tens gehts um die hater drausen zu halten", "1447092060"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/X3UzyClZHu NICHT ANKLICKEN, WENN DU EIN HATER BIST!", "1447092720"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @lookslikelink positiv bewertet: https://t.co/2nSoOY66s3 Let's Play Together Zelda Tri Force Heroes", "1447095120"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @ungespielt positiv bewertet: https://t.co/bu3PKRXawZ AUSRASTER GEFÄHRDED FREUNDSCHAFT?! FINALE! -", "1447097700"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @lefloid positiv bewertet: https://t.co/IRjb6maCvD Für lesbische Küsse in den Knast // 5-jähriger", "1447097880"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/gFEGGJjhDV Nightcore Ich hasse es", "1447098540"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/ySizRiXUuR nightcore - verzeih mir, das ich mich in dich verliebt hab", "1447100760"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @mrtrashpack positiv bewertet: https://t.co/NIgQ5ZEF5v Die Lochis: Durch die Wand! - Warner Bros.", "1447116600"
"DracheOffiziell", "dieser Moment wenn einem auffällt dass man eigentlich schlafen sollte aber man noch auf snapchat und… https://t.co/NO7QmMPl89", "1447125000"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @bergmanntogo positiv bewertet: https://t.co/Bv6DXDVC3f VERSTÖRENDE VIDEOBOTSCHAFT ★ MINECRAFT: Die", "1447155720"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @lookslikelink positiv bewertet: https://t.co/ghN46DQALH Let's Play Donkey Kong 64 [German][#1]", "1447156380"
"DracheOffiziell", "Mobbing und Hate: https://t.co/AvpNpxINJX über @YouTube", "1447160280"
"DracheOffiziell", "@juliamaslow91 sie können nur zu einem gewissen teil behandelt werden
und man muss das ganze leben damit verbringen ergo ist es eine", "1447169160"
"DracheOffiziell", "Hat jemand einen guten Minecraft server mit Badwars?
Gomme komme ich nicht drauf und Bergwer geht irgendwie au net.
Alternativen?", "1447171320"
"DracheOffiziell", "@RedlichTVx LOL was habe ich gerade gesagt? Gomme komme ich net drauf der ist voll", "1447171500"
"DracheOffiziell", "@SavageJihad zunächstmal ist das abartig und krank und zum anderen auf twitter verboten fühl dich gemeldet", "1447179240"
"DracheOffiziell", "? LIVE auf #YouNow - https://www.younow.com/DrachenLordRW/74688518/12681330/jwNZrLCqBI/b", "1447180680"
"DracheOffiziell", "Geht es euch was an wen ich vergeben bin? https://t.co/NaYhMtqwTy", "1447198440"
"DracheOffiziell", "Morgen kommt kein video", "1447198860"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @lookslikelink positiv bewertet: https://t.co/46YtnYKXHn Let's Play Super Mario Maker", "1447199220"
"DracheOffiziell", "auf Snap Chat findet ihr die antwort ob ich vergeben bin in meiner geschichte XD", "1447200000"
"DracheOffiziell", "Just posted a photo https://t.co/Qzdk2pjUBX", "1447200540"
"DracheOffiziell", "@oihlex hastdu Meddl geschrieben? wen ja ist das hater scheiße", "1447200960"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/mop369KDjC DIE BESCHISSENSTE MAP EVER? | CASTLE RUSH VS UNGE | REWINSIDE", "1447202580"
"DracheOffiziell", "Just posted a video https://t.co/cxdlSwawQz", "1447206480"
"DracheOffiziell", "Pfankuchensuppe (Ammaletensuppe) https://t.co/gFelWE2TF0", "1447206600"
"DracheOffiziell", "#Renntbeimir https://www.instagram.com/p/97V7BzHbSs/", "1447207680"
"DracheOffiziell", "Leute das forum wurde so eben gelöscht beschwert euch bei den hatern den die haben mal wieder lügen rumerzähelt. und xobor hat es gelöscht", "1447257420"
"DracheOffiziell", "@laura_meerowicz welche Mods? Ariella? ich habe keine mods gehabt noch nicht", "1447258440"
"DracheOffiziell", "@Liebkraft es gab nr ein echtes forum von mir", "1447258500"
"DracheOffiziell", "ich glaube ich schließe jetzt gleich meine Xbox an und spiel Congas bad for day", "1447259760"
"DracheOffiziell", "@robopommes @elmoMW @Altonese86 @freshschlawiner @scderteddybaer @Leondresexuell sag mal was laberst du für ne scheiße? ich bin dasgegenteil", "1447260300"
"DracheOffiziell", "@Hanna_Lea_Heart das ist blödsinn", "1447262400"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/sYvM56rfqC Amv - OMFG", "1447263060"
"DracheOffiziell", "an meine Fanart zeichner mald mich mal als Wurm aus Worms Realodeat 
das beste bild wird mein thumpnail", "1447263420"
"DracheOffiziell", "eine kleine Vorlage wie meine Würmer im spiel aus sehen mit maske und allem währe gut wen ich ähnlich aus sehe :) https://t.co/zD9FVQL9b8", "1447264140"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/0tiyYZUZCr My Heart Belongs to You ♥ AMV", "1447264200"
"DracheOffiziell", "@KunoKater wie z.b Kreativität begabung in verschiedenen bereichen wie z.b Kratives denken besonders starke konzentration wen man sich 1/2", "1447265880"
"DracheOffiziell", "@KunoKater 2/2 Für was begeistert wie z.bYoutube oder generell Bücher schreibt 
oder aber andere sachen? Ja bin ich zeige nähmlich alle anze", "1447265940"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/qrI8UWmqmO Breathe - AMV", "1447266000"
"DracheOffiziell", "@CheshireKitteeh echt geil allerdings das schäf hättest weg lassen können ich habe keinerlei interesse mehr daran dem was zu sagen", "1447266060"
"DracheOffiziell", "@CheshireKitteeh :) du hast ausserdem die brille und nase vergessen mit schnauzer", "1447266120"
"DracheOffiziell", "@CheshireKitteeh Den hintergrund mache ich selbst 
ich werde den wurm schon mal für den Ramen nehmen für das Thumpnail warte ich aber der1/2", "1447266180"
"DracheOffiziell", "@CheshireKitteeh der Vernis halber noch auf andere ok :) aber als ramen ist deiner schon mal dabei", "1447266180"
"DracheOffiziell", "@CheshireKitteeh ok", "1447266240"
"DracheOffiziell", "@Lollito210 keine antwort mehr ?", "1447266240"
"DracheOffiziell", "@BITW_Silent @ArbeiterRainer @CheshireKitteeh habe mich bedankt aber  da du das nicht gelesen zu haben scheinst noch mal vielen Lieben dank", "1447267740"
"DracheOffiziell", "@CheshireKitteeh ich kann leider nicht zeichnen suche für meine LPs aber schon lange jemanden der zeichnen will für meine thumps", "1447267800"
"DracheOffiziell", "@Lollito210 @bokuwaeru hör mal auf solche lügen zu verbreiten", "1447267920"
"DracheOffiziell", "@Lollito210 @bokuwaeru wtf Schatz? was soll dieser unfug. währe mir neu das wir zusammen sund oder kosenahmen haben.", "1447268160"
"DracheOffiziell", "@BiancaLP_HD @BITW_Silent @ArbeiterRainer @CheshireKitteeh Doch habe ich", "1447268220"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/dbdJoJaVFo Take a chance", "1447268220"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/9Uc7kQ5IYR Living Louder", "1447268340"
"DracheOffiziell", "@BiancaLP_HD @BITW_Silent @CheshireKitteeh  istcool ja", "1447269180"
"DracheOffiziell", "@BiancaLP_HD Ne ich bin heute nur im stress arbeite an 4 Projekten gleichzeitig dazu an zwei kanälen", "1447269540"
"DracheOffiziell", "@CheshireKitteeh @BiancaLP_HD Ja :) Bin ich auch der Meinung", "1447269600"
"DracheOffiziell", "@CheshireKitteeh @BiancaLP_HD weist was als Thumpnail kann ich es leider nciht verwenden aber ich werde es in folge 2 als Fanart zeigen :)", "1447269600"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @astylesamv positiv bewertet: https://t.co/ZjV1MHg1Ji ❋「AS ~ ＡＭＶ」 U Never Know ❋", "1447270320"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/Xy51HAYSXF Universum - mystische animation", "1447272300"
"DracheOffiziell", "@Kampalus Hey ihr Spaßtis ernsthaft halltet doch einfach mal eure unquallifizirte schnauze. ihr hab keine ahnung was ich 1/2", "1447272960"
"DracheOffiziell", "@Kampalus für Meine Videos alles aufmich nehme das sie geiler werden einfach mal schnauze halten und abwarten und lasst andere in ruhe", "1447273020"
"DracheOffiziell", "@xDomiLein @RainerOffiziell sieht man doch", "1447273020"
"DracheOffiziell", "ein Anime den ich seit langen auf Deutsch suche
Toradora
weis jemand ob es den Deutsch Vertontgiebt? :(", "1447273380"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/1fAK1rP3TH [Vietsub+Amv] Angel with a shotgun", "1447273500"
"DracheOffiziell", "@SchnuBaBri wen das der fall währe hätte ich nicht gefragt.
es giebt auch fan vertohnungen die offt garnicht schlecht sind", "1447273560"
"DracheOffiziell", "@JonasTheJay kommt auf den Anime an", "1447273620"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: https://t.co/Hz50oPIsUy Vietsub AMV Be With You", "1447273800"
"DracheOffiziell", "11.11.2015 life auf youNow https://www.instagram.com/p/99VrJqHbZU/", "1447274700"
"DracheOffiziell", "Ich habe ein @YouTube-Video positiv bewertet: http://youtu.be/6NXnxTNIWkc?a  4 Non Blondes - What's Up", "1447275960"
"DracheOffiziell", "Lets Go https://t.co/nCWakCjVs1", "1447276200"
"DracheOffiziell", "younow.com/Drache_Offiziell nacht", "1447278960"
"DracheOffiziell", "Ich habe ein @YouTube-Video von @_engelsgleich_ positiv bewertet: https://t.co/dT880xz6ld Weihnachtslieder deutsch | Stille Nacht,", "1447288320"
"DracheOffiziell", "Gut Leute mein #Frag Drache Video das gespert war ist wieder da :) Viel Spaß damit https://www.youtube.com/watch?v=I_Kipsk-fUk", "1447324020"
"DracheOffiziell", "für alle die sich das Fragen ich habe auch keinen Strike mehr der wunrde wieder entfernt weil ich ja gegen keine rechte verstoßen habe", "1447324140"
"DracheOffiziell", "Let´s Play Portal 2 Part 8 Ein Sprung ohne folgen: http://youtu.be/9wfka2IV_-4?a  via @YouTube", "1453775700"
"DracheOffiziell", "Guten Morgen zusammen ich war schon fleisig der Vlog von gestern kommt gleich ich rendere gerade undnehme gleich lps auf und Theorie video", "1453800360"
"DracheOffiziell", "Viel gemacht heute: http://youtu.be/_v7MxCedcT4?a  via @YouTube", "1453800840"
"DracheOffiziell", "Headbangen zu Disturbed Inside The Fire Thanks vor this song: http://youtu.be/N8Lm_IYGVGs?a  via @YouTube", "1453807380"
"DracheOffiziell", "Let´s MMO DragonSaga Part 2 Richtung Levl 20 Worrior: http://youtu.be/LQS3Q0XLtoc?a  via @YouTube", "1453835040"
"DracheOffiziell", "in etwa 45 minuten kommt der heutige vlog Werde bald schlafen gehen wünsche euch eine gute nacht", "1453836240"
"DracheOffiziell", "Ein Stressiger tag: http://youtu.be/kTN40Xc9YSY?a  via @YouTube", "1453839240"
"DracheOffiziell", "Let´s MMO DragonSaga Part 3 Der Böse Böse Wolf [Worrior]: http://youtu.be/2pZtQESO_K4?a  via @YouTube", "1453899660"
"DracheOffiziell", "Let´s Play Portal 2 Part 7 Ab mit dem Kopf: http://youtu.be/ZcLcbnEXhLs?a  via @YouTube", "1453925220"
"DracheOffiziell", "Wieder viel zu spät hochgeladen sorry: http://youtu.be/F06JcHmtU_o?a  via @YouTube", "1453934640"
"DracheOffiziell", "Let´s MMO DragonSaga Part 4 Alles für den Dackel ähm ich meine Hund [Worrior]: http://youtu.be/oDYKx0M1vMs?a  via @YouTube", "1453986060"
"DracheOffiziell", "Der Heutige vlog kommt bald läde schon hoch", "1454006460"
"DracheOffiziell", "Sobald ich den Vlog hochgeladen ahbe werde ich noch ne stunde vorm schalfen streamen das dürfte etwa um 21 uhr sein :)", "1454006640"
"DracheOffiziell", "Viel und doch wenig My Life: http://youtu.be/ct22lIAkrO8?a  via @YouTube", "1454011620"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/86108849/12681330/4f4178sa/b", "1454011800"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 9 Verräter: http://youtu.be/7aKHFekEYuU?a  via @YouTube", "1454068860"
"DracheOffiziell", "Let´s MMO DragonSaga Part 5 Ein Werwolf komt selten Alein [Worrior]: http://youtu.be/zWtewbOaqPk?a  via @YouTube", "1454072520"
"DracheOffiziell", "so jetzt mal chillen und Dragonica zocken juhu", "1454073840"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/86238193/12681330/0ce9dc/b", "1454086380"
"DracheOffiziell", "Let´s Play Portal 2 Part 9 Spaß am Rennen: http://youtu.be/P2DH2TOGjxU?a  via @YouTube", "1454101740"
"DracheOffiziell", "Mist leider noch nicht perfekt aber neues Bild und Banner ;)", "1456996200"
"DracheOffiziell", "so ist es besser :)", "1456996380"
"DracheOffiziell", "Stellt mir heute bitte mal wieder fragen :) #FragDrache", "1456997940"
"DracheOffiziell", "DracheOffiziell - Musik in coller Form http://hitbox.tv/DracheOffiziell  Gleich ein kleiner Test Stream via @hitboxlive", "1456999740"
"DracheOffiziell", "DracheOffiziell just went live! http://hitbox.tv/DracheOffiziell  via @hitboxlive", "1457000340"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 24 Meer und Berge: http://youtu.be/PQC0fx75ZRA?a  via @YouTube", "1457010060"
"DracheOffiziell", "Für alle die es nicht mitbekommen haben Am Samstag ist Nichts bei mir das war ein Hate von jemanden (Ich feiere mit fans nicht bei mir)", "1457092560"
"DracheOffiziell", "Fragen in Nürnberg #FragDrache: http://youtu.be/U4S9dEHEapA?a  via @YouTube", "1457095380"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 25 Auf der Jagt nach Dieben 1: http://youtu.be/1IATaLY6OyQ?a  via @YouTube", "1457096460"
"DracheOffiziell", "Wau fürs neue LP fable mache ich mir ultra arbeit fürs Thump XD Hoffe das ergebnis gefällt euch wen ich soweitbin :)", "1457109600"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/91829054/12681330/b4c7161o/b", "1457111460"
"DracheOffiziell", "Was Meint ihr 1 oder 2 ?", "1457131860"
"DracheOffiziell", "Umfrage zu dem Thump Von Fable", "1457132100"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 26 Auf der Jagt nach Dieben 2: http://youtu.be/7zpzkj4s8iY?a  via @YouTube", "1457182860"
"DracheOffiziell", "Headbangen und Genres: http://youtu.be/QPMMwmjGewk?a  via @YouTube", "1457199720"
"DracheOffiziell", "Lets Blind Child of Light Part 9 Kämpfe im Brunnen: http://youtu.be/ZFidGYyw8Y0?a  via @YouTube", "1457271000"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/92335992/12681330/29f635ud/b", "1457301120"
"DracheOffiziell", "Dragon Monday Folge 20 18,000 Abos: http://youtu.be/mlmVSroNNVc?a  über @YouTube", "1457316900"
"DracheOffiziell", "OhJunge 5 uhr morgens zeit schlafen zu gehen. DM ist online LPs fast auch alle und das thump für Fable ist Fertig", "1457323380"
"DracheOffiziell", "PS:Heute Abend soll Fable an den start gehen. Part rendert schon und nach dem aufstehen rendre ich nen vlog für heute abend kommt also viel", "1457323500"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/92344503/12681330/e9eab3lj/b", "1457325540"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 27 Warum immer ich: http://youtu.be/k1W4-n9N5Fc?a  via @YouTube", "1457355600"
"DracheOffiziell", "Lets Blind Child of Light Part 10 Licht am ende des Brunnens: http://youtu.be/x4EsgTWxuuI?a  via @YouTube", "1457357400"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/92479427/12681330/26553bvp/b", "1457370780"
"DracheOffiziell", "Fable The Lost Chapters Part 1 Gut oder Böse: http://youtu.be/7leR33Hyh_0?a  via @YouTube", "1457385960"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 28 Spaß in Asran: http://youtu.be/8kokXhB8Hn8?a  via @YouTube", "1457442120"
"DracheOffiziell", "hm blöd gelaufen wider alleine :(", "1457442420"
"DracheOffiziell", "ok DrachenLord für Morgen fertig rendert nun", "1457447040"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/92645499/12681330/66c6eequ/b", "1457451420"
"DracheOffiziell", "gerade frisch aus der dusche jetzt abend essen machen Hmm Lecker Spaketie mit hackfleisch soße", "1457459100"
"DracheOffiziell", "DrachenLord Folge 14 Lebenszeit Verschwender: http://youtu.be/4oKAnA8Jb-4?a  über @YouTube", "1457473320"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/92767976/12681330/b99ba1po/b", "1457512860"
"DracheOffiziell", "Ok also weil einige gefragt haben wieder eine Steam Gruppe http://steamcommunity.com/groups/DracheOffiziell", "1457522220"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 29 Die Tiefen Asrans: http://youtu.be/RZN_kx3stOE?a  via @YouTube", "1457528400"
"DracheOffiziell", "Fable The Lost Chapters Part 2 Die Helden Gilde: http://youtu.be/oB2twFS4ILc?a  via @YouTube", "1457530200"
"DracheOffiziell", "Gut habe jetzt mal die gruppe weitestgehend vertig eingerichtet http://steamcommunity.com/groups/DracheOffiziell", "1457536920"
"DracheOffiziell", "Nach der sauna https://www.instagram.com/p/BCv7kP0nbXw/", "1457562180"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 30 Noch eine Burg: http://youtu.be/x_Ufof4auW0?a  via @YouTube", "1457614860"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/93064395/12681330/0f07c7tj/b", "1457617200"
"DracheOffiziell", "Let´s Fun #007 Diablo 3 Reaper of Souls: http://youtu.be/E-7VXNGhlC4?a  via @YouTube", "1457622060"
"DracheOffiziell", "Frisch aus der Sauna zurück: http://youtu.be/wRa9bAVlRVA?a  via @YouTube", "1457625060"
"DracheOffiziell", "Lets Play Die Siedler 4 Gold Edition Part 4 Tutorial 6: http://youtu.be/MrT7Eq4exgk?a  via @YouTube", "1457704800"
"DracheOffiziell", "Drachen Anime #003 animes die einflus auf Real life haben: http://youtu.be/HsyFGo10ekE?a  über @YouTube", "1457708760"
"DracheOffiziell", "Anscheinend wurde das heutige video auf grund eines ausschnittes weltweit gespert. mehr dazu am montag sorry also heute kein Anime video", "1457709840"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/93382231/12681330/7740c1b3/b", "1457729040"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/93509411/12681330/082ba6j9/b", "1457783940"
"DracheOffiziell", "Lets Blind Child of Light Part 11 Weiter auf der suche nach Sonne und Mond: http://youtu.be/rpW1E4xGDhI?a  via @YouTube", "1457789520"
"DracheOffiziell", "Lets Play Die Siedler 4 Gold Edition Part 5 Tutorial 7- 9: http://youtu.be/GZj5LCNvZns?a  via @YouTube", "1457791200"
"DracheOffiziell", "Jetzt kommen die hater schon wieder mit den alten Kamellen an. Besster beweis dafür das ihnen nichts neues einfällt. Erbärmlich oder?", "1457793900"
"DracheOffiziell", "wie auch immer bin jetzt mal weng farmen D3 :) schönen tag euch allen :)", "1457793960"
"DracheOffiziell", "Neue Kopfhöre Kaufen: http://youtu.be/sW4sXDer6Hk?a  via @YouTube", "1457795640"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/93548308/12681330/47a977jp/b", "1457805360"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/93567075/12681330/226ed6tx/b", "1457810460"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/93751963/12681330/26f09ffa/b", "1457876700"
"DracheOffiziell", "Lets Blind Child of Light Part 12 Unsere Schwerster: http://youtu.be/Stfh6RtRpzQ?a  via @YouTube", "1457879460"
"DracheOffiziell", "Lets Play Die Siedler 4 Gold Edition Part 6 Tutorial 10-11: http://youtu.be/fM5OhIBWMzI?a  via @YouTube", "1457881200"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/93813243/12681330/918141w2/b", "1457905020"
"DracheOffiziell", "Dragon Monday Folge 21 AnkündigungsLord: http://youtu.be/JuZI2vjhzGI?a  über @YouTube", "1457956800"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/93991335/12681330/e2eb4ebi/b", "1457981940"
"DracheOffiziell", "vor mir liegt ein abend mit Rendert vorbereiten und schneiden ach ja und aufnehmen", "1457995440"
"DracheOffiziell", "Leben ist Liebe.Leben ist macht. Leben allein in Voller Pracht. Doch nicht heut Nacht.", "1458000840"
"DracheOffiziell", "das Leben zu sehen ist nicht das selbe wie das Leben zu Leben. #Drache2016", "1458002040"
"DracheOffiziell", "Lol kaum schaut man sich um wächst meine wunschliste auf steam wider :(", "1458009420"
"DracheOffiziell", "Ist die sonne versunken und es dunkel geworden steh ich einsam hier. Doch bin ich auch alleine nur weil niemand bei mir ist ?", "1458047220"
"DracheOffiziell", "Ich habe richtige Eier https://www.instagram.com/p/BC-6eUqnbUD/ ", "1458068520"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/94227238/12681330/99dabfsg/b", "1458069480"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/94238950/12681330/d1bce1bmmf/b", "1458075720"
"DracheOffiziell", "Müde wie sau", "1458121020"
"DracheOffiziell", "Lets Blind Child of Light Part 13 Noch immer nicht Sonne und Mond gefunden: http://youtu.be/vPm4Gp5K18w?a  via @YouTube", "1458138600"
"DracheOffiziell", "Lets Play Die Siedler 4 Gold Edition Part 7 Tutorial 11 12: http://youtu.be/enkgZLe9RZQ?a  via @YouTube", "1458140400"
"DracheOffiziell", "Let´s Info Uploade Plan für die nächsten Monate: http://youtu.be/POsX5a3rzUA?a  via @YouTube", "1458147660"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/94447302/12681330/804d9dtp/b", "1458149940"
"DracheOffiziell", "Guten Morgen zusammen", "1458203640"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/94566290/12681330/bda819xg/b", "1458214980"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 31 noch mal umschauen: http://youtu.be/NEtyE7bLCK0?a  via @YouTube", "1458231300"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/94588894/12681330/9a1216zz/b", "1458233880"
"DracheOffiziell", "Leute das video für heute ist am hochladen der DM ist zu einem teil vorbereitet und einem teil auch gedreht. ich leg mich jetzt hin GutNacht", "1458253200"
"DracheOffiziell", "PS das Video kommt morgen um 12:30 Nacht meine lieben :)", "1458253320"
"DracheOffiziell", "Drachen Anime #003 Beyblade: http://youtu.be/mpOI5vLNZmw?a  über @YouTube", "1458304260"
"DracheOffiziell", "In emskirchen vlogen", "1458315360"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/94922509/12681330/7f5c71ye/b", "1458326520"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 32 Msdor und umgebung: http://youtu.be/7W--DxIhRqE?a  via @YouTube", "1458327120"
"DracheOffiziell", "Gut die beiden vlogs sind fast fertig einer rendert das andere video für Drachen mache ich morgen Gute Nacht Meine lieben.", "1458347280"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/95104079/12681330/45ffba3i/b", "1458387420"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 33 der verdammte Geldbeutel: http://youtu.be/bbDZYO_A4vs?a  via @YouTube", "1458396060"
"DracheOffiziell", "ok also etwa eineinhalb stunden für das format Metal Leute zum schneiden gebraucht jetzt das Thumb und hochladen nach dem rendern", "1458397860"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/95134418/12681330/2475be7v/b", "1458403260"
"DracheOffiziell", "Da will man schon mal kurz in den @unge Stream kucken und er ist Off :(", "1458420480"
"DracheOffiziell", "gedichteforum1510.xobor.de/ hmm", "1458420720"
"DracheOffiziell", "Mal ein anderes Video: http://youtu.be/kyuKZf3n8og?a  via @YouTube", "1458428340"
"DracheOffiziell", "Mal wieder drausen und Laufen: http://youtu.be/2ZVMDRVI8Is?a  via @YouTube", "1458435300"
"DracheOffiziell", "Ich habe noch ein Paar Leute Freigeschalten. sage aber gleich das forum bleibt ein kleiner kreis für den moment 10 Leute später mal 25", "1458441240"
"DracheOffiziell", "Metal Leute Neue alben am 18 Märtz 2016: http://youtu.be/ylpE0asL73o?a  über @YouTube", "1458477000"
"DracheOffiziell", "Let´s Play Vampires Dawn 2 Part 34 was leuft da nur falsch: http://youtu.be/B5eWxgtVGT0?a  via @YouTube", "1458482460"
"DracheOffiziell", "Gut Jetzt mal den DM Drehen und schneiden.", "1458494700"
"DracheOffiziell", "Mit dieser Aktion beweist ihr nur mal wieder eure unzulänglichkeiten. Ich und alle normalen Menschen sehen sowas als Schwach und jämmerlich", "1458496620"
"DracheOffiziell", "Herjeh jetzt macht ihr euch langsam Lächerlich. Ernsthaft? seit ihr so versessen auf eine reagtion? so jamerlich das ihr eine reaktionerhoft", "1458521280"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/95641627/12681330/289596jt/b", "1458522420"
"DracheOffiziell", "Gut dann mach ich eben ein neues forum und dieses mal wieder nur mit freunden und leuten die mich nicht kennen danke ihr Loser", "1458532260"
"DracheOffiziell", "Dragon Monday Folge 22 Amon Amarth: http://youtu.be/d6wvKStSMCE?a  über @YouTube", "1458561600"
"DracheOffiziell", "Heute um 15:30 werde ich wohl für 2-5 stunden streamen", "1458570960"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/95818278/12681330/74169364/b", "1458574080"
"DracheOffiziell", "DracheOffiziell - Musik in cooler Form test stream http://hitbox.tv/DracheOffiziell  vorbereiten dann gehts mal wieder los :) via @hitboxlive", "1458583200"
"DracheOffiziell", "DracheOffiziell just went live! http://hitbox.tv/DracheOffiziell  via @hitboxlive", "1458583680"
"DracheOffiziell", "DracheOffiziell - Minecraft gezocks [German] http://hitbox.tv/DracheOffiziell  So nach stromausfall gehts weiter via @hitboxlive", "1458589020"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/95879787/12681330/ee7aa6tc/b", "1458597960"
"DracheOffiziell", "???? LIVE auf #YouNow - https://www.younow.com/Drache_Offiziell/95882081/12681330/a99124gz/b", "1458598620"
"DracheOffiziell", "Wie siehts aus sind einige von euch da? dann würde ich ne stunde oder so auf Hitbox spielen?", "1458646200"
"DracheOffiziell", "DracheOffiziell - Prince Dragon[German] http://hitbox.tv/DracheOffiziell  Gut dann macht euch mal fertig in ein paar mins gehts los via @hitboxlive", "1458646560"
"DracheOffiziell", "DracheOffiziell just went live! http://hitbox.tv/DracheOffiziell  via @hitboxlive", "1458647100"
